0,1
-6.8121657,-6.1734004
-6.278759,-5.6355166
-7.3148704,-6.4979258
-6.4238615,-5.5384545
-7.4126315,-5.802365
-6.916742,-6.667688
-6.5488143,-5.4531837
-7.3873563,-7.2897854
-6.302405,-5.7128534
-5.767957,-5.722437
-6.9785686,-5.63925
-6.8815527,-6.2613387
-7.5484023,-6.0389805
-6.7960725,-6.3937936
-6.4800434,-6.6668463
-5.361525,-5.354917
-6.556124,-6.1869116
-6.3575144,-5.6367702
-6.917834,-5.7747197
-7.333753,-5.7101483
-7.4410667,-6.326973
-5.003758,-3.7752957
-6.543321,-6.709716
-7.639884,-7.182361
-6.9723344,-6.283978
-6.8044877,-6.027698
-4.585214,-6.3917394
-7.9098783,-6.1513853
-7.1174583,-6.1593447
-7.331151,-6.9880075
-7.421306,-6.7842674
-7.039471,-6.004114
-7.09006,-5.5711203
-6.946954,-5.930386
-4.5529113,-4.3058515
-7.370201,-6.6576085
-6.5915194,-6.484557
-4.6587744,-5.1457863
-6.7134657,-7.015637
-7.123766,-6.234244
-5.8445773,-5.43783
-4.897452,-5.1586885
-7.830909,-6.2476373
-7.008328,-6.7199225
-6.9291515,-5.272595
-6.3157225,-5.9117565
-5.841815,-5.61294
-5.8473897,-5.8719645
-7.2269144,-6.2366133
-7.7685423,-6.7754183
-6.2395406,-6.5436916
-6.2693157,-6.17714
-6.604606,-5.8863125
-6.3298993,-5.4065924
-6.214289,-5.7930207
-6.7141013,-6.551776
-7.318906,-6.7948246
-8.050833,-6.692182
-5.7566977,-6.091063
-4.9223423,-4.735866
-6.9493475,-6.4263167
-7.2040462,-7.2214303
-5.9953933,-5.185185
-6.9852433,-6.143734
-6.9234343,-5.724791
-5.886893,-5.058087
-6.6351824,-5.9634304
-5.987984,-6.151957
-5.2980256,-3.6718702
-7.601759,-5.9535837
-6.8677053,-4.767597
-6.841286,-6.1560645
-7.508981,-7.2943306
-5.8557086,-5.6327043
-6.584756,-6.0072575
-6.252874,-5.8531013
-4.233182,-4.2483144
-6.3682675,-6.0383954
-6.4743533,-5.9088674
-6.366681,-5.343238
-7.2099953,-6.3642516
-5.1956844,-5.1970468
-7.1853,-6.7038665
-7.6325727,-6.9923635
-4.7623944,-3.7560673
-6.498671,-6.690209
-6.6194854,-4.800287
-6.3438535,-6.763151
-7.0899086,-6.88187
-6.565492,-6.304219
-7.2143297,-7.134277
-6.672826,-6.0541997
-5.506249,-5.026367
-7.7092257,-5.980017
-6.8614244,-6.7189155
-7.561537,-6.455009
-7.647798,-6.1285043
-6.8078074,-5.487739
-7.1877146,-6.294335
-7.3358154,-6.1223536
-8.007825,-7.1160197
-6.3703423,-6.3443375
-6.5688505,-6.001134
-6.877529,-5.7457275
-7.1031704,-6.2076006
-6.7559915,-5.0962434
-7.1902637,-7.392543
-6.5339894,-6.1220903
-6.9888234,-6.889797
-6.694583,-5.612834
-6.7357273,-5.9668584
-6.0713,-5.4821277
-7.2169247,-6.205544
-6.2832065,-5.2608786
-6.475118,-6.720106
-6.049879,-5.824222
-6.924435,-6.0026293
-6.6365423,-5.6063633
-7.1733027,-6.220802
-7.1152267,-6.2702417
-5.966768,-6.4281416
-6.5498724,-6.272259
-6.417269,-6.346608
-5.2732487,-4.6318226
-7.2196283,-5.7461505
-7.47908,-6.728993
-4.190826,-3.3986611
-5.0752745,-4.6312823
-6.2919602,-6.805579
-4.4767523,-4.3893237
-6.533443,-6.415822
-6.424127,-5.3808293
-6.699825,-6.2926173
-6.9313774,-6.184937
-4.20662,-5.021863
-5.6461625,-4.6007686
-7.247677,-6.337863
-6.23932,-4.8336897
-7.285914,-6.506021
-7.228802,-5.8546667
-7.1885533,-6.1028056
-7.4884834,-6.7251635
-6.912317,-6.8030477
-4.9007716,-4.5706806
-7.772416,-7.265482
-6.4061136,-6.3243284
-7.030315,-5.7440286
-4.6836066,-4.5271053
-3.792498,-4.244353
-6.7248464,-6.3074727
-6.4178524,-5.564986
-4.2300925,-4.979525
-5.305626,-5.0371904
-7.3934736,-4.894752
-7.4721446,-6.5559735
-7.122643,-6.6946425
-6.451239,-5.8881707
-6.9576163,-5.802043
-5.9733214,-5.157834
-6.8092203,-5.831331
-4.2539263,-4.716954
-7.108397,-6.173637
-7.0823207,-5.6341395
-7.003673,-5.7829027
-6.4166245,-5.6794715
-7.11736,-5.5621395
-7.556521,-6.404582
