0,1,2,3,4,5,6,7,8,9
0.0,0.11189912,0.0,0.0066869147,0.08135888,0.0,0.05577113,0.20382822,0.389832,0.0
0.060054623,0.060701657,0.0,0.24090958,0.31756845,0.0,0.33659223,0.0,0.25248912,0.0
0.14648417,0.0,0.0,0.0,0.0,0.0,0.38752618,0.1284146,0.6034508,0.12873173
0.0879833,0.0,0.0,0.045395955,0.0,0.0,0.42539948,0.1104267,0.6590816,0.4777001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037912242,0.31706586,0.008929931
0.0,0.21061645,0.0,0.2000613,0.35252467,0.0,0.0,0.04736863,0.2061649,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.16074082,0.12820914,0.4193494,0.0
0.15977943,0.15333942,0.0,0.38399208,0.2951919,0.0,0.23613684,0.11408786,0.12651724,0.0
0.0,0.110192895,0.0,0.0,0.033845,0.0,0.0,0.034313172,0.20403382,0.0
0.43109295,0.4046413,0.0,0.6096236,0.30397868,0.0,0.029650386,0.1713812,0.27628952,0.0
0.17812511,0.32926434,0.0,0.35815966,0.25084478,0.0,0.061383683,0.04080347,0.31308374,0.0
0.33144405,0.0034140386,0.0,0.24449864,0.21355417,0.0,0.026235212,0.20603657,0.20995204,0.0
0.14166716,0.22724319,0.0,0.33859003,0.33845776,0.0,0.0,0.1446417,0.18381564,0.0
0.040020302,0.016033467,0.0,0.06682992,0.2234985,0.0,0.04529015,0.1680149,0.22612703,0.0
0.04459212,0.31706575,0.22269492,0.37043092,0.0,0.0,0.0,0.0,0.0,0.0
0.047531687,0.0,0.0,0.0,0.0134770945,0.0,0.3239092,0.32312962,0.85214,0.20407546
0.5228941,0.15234053,0.0,0.25008962,0.31929547,0.0,0.12851231,0.17588584,0.25260323,0.0
0.116388,0.0,0.0,0.2561193,0.07874196,0.0,0.042509746,0.0051716324,0.61470836,0.0
0.33286065,0.12155816,0.09084363,0.18362617,0.20850486,0.0,0.014180037,0.007759219,0.09556368,0.0
0.011470288,0.09185062,0.0014471784,0.08405914,0.09504497,0.0,0.0,0.0,0.16674818,0.0
0.2966417,0.21209866,0.0,0.1744197,0.19661203,0.0,0.029313423,0.0,0.17818987,0.0
0.07305961,0.29846984,0.0,0.077926666,0.13409747,0.0,0.4858437,0.51090187,1.1237682,0.31078818
0.45029703,0.0,0.0,0.4918803,0.28370872,0.0,0.0,0.39742222,0.5775226,0.0
0.52173954,0.1580607,0.0,0.3954637,0.24908626,0.0,0.18581529,0.0,0.26725367,0.0
0.0,0.07814658,0.0,0.0,0.106147386,0.0,0.0,0.15075444,0.32531708,0.0
0.0,0.0,0.0,0.009515431,0.0,0.0,0.0,0.0493571,0.1800541,0.0
0.0,0.29670006,0.15006134,0.18688357,0.0,0.0,0.0,0.0067541096,0.00368632,0.0
0.54542404,0.18347672,0.0,0.5714188,0.5944641,0.0,0.0787628,0.35339686,0.14233342,0.0
0.0,0.50239336,0.0,0.089187264,0.2786042,0.0,0.0,0.119211845,0.5163965,0.0
0.3603531,0.41945273,0.0,0.63889366,0.27354118,0.0,0.09152108,0.16127524,0.23451191,0.0
0.0,0.364075,0.0,0.63481003,0.6220625,0.0,0.36572674,0.55687183,0.0,0.21919593
0.39790466,0.1928183,0.0,0.4708751,0.4841014,0.0,0.24379815,0.0,0.075405434,0.0
0.0,0.18899038,0.009041954,0.14942968,0.101510495,0.0,0.03017601,0.0,0.15422799,0.0
0.0,0.5561046,0.0,0.35516492,0.32824504,0.0,0.022546712,0.095005594,0.37088874,0.0
0.35610077,0.1593462,0.0,0.39882895,0.15801203,0.0,0.030827895,0.022676205,0.0,0.0
0.0,0.17059666,0.0,0.23456839,0.017584246,0.0,0.20327146,0.11841222,0.34651408,0.034625508
0.13557643,0.1745728,0.0,0.07842395,0.13328743,0.0,0.06169473,0.18312675,0.8152514,0.0
0.0,0.2807124,0.0,0.15200193,0.21100444,0.020354498,0.0,0.02118863,0.19737534,0.0
0.2910016,0.10619041,0.0,0.24150428,0.17216289,0.0,0.0,0.1194661,0.08103931,0.0
0.0,0.0,0.0,0.0,0.032113887,0.0,0.054633487,0.1126614,0.86887556,0.27939668
